cartodb_id,the_geom,the_geom_webmercator,objectid,id,datetimeoccur,weekday,location,districtoccur,psa,stopcode,stoptype,inside_or_outside,gender,race,age,individual_frisked,individual_searched,individual_arrested,individual_contraband,vehicle_frisked,vehicle_searched,vehicle_contraband,vehicle_contraband_list,individual_contraband_list,mvc_code,mvc_reason,mvc_code_sec,mvc_code_sec_reason,point_x,point_y,on_hin
1189782,0101000020E610000081F0DBEFD4CA52C052B4933D99F74340,0101000020110F000010069890AEEB5FC1EA61603496865241,1263837,568612,2018-03-17T22:55:00Z,SATURDAY,15TH AND WHARTON,17,1,2702,vehicle,Outside,Male,White - Non-Latino,28.0,0,0,0,0,0,0,0,,,,,,,-75.16924664,39.93436402,False
1812148,0101000020E6100000BA9E2AD742C952C06FEFE0489C044440,0101000020110F0000DF53439003E95FC1DF9D007A02955241,1907388,955027,2019-02-15T23:25:00Z,FRIDAY,5400 BLOCK old york,35,2,2702,vehicle,Outside,Male,Black - Non-Latino,35.0,1,0,0,0,0,1,0,,,,,,,-75.14470462,40.03601943,False
485028,0101000020E6100000F0BE6C33BCCA52C073AEB4CE70004440,0101000020110F0000BB1E518C84EB5FC1813605A462905241,500567,35840057,2021-08-13T23:21:00Z,FRIDAY,2300 BLOCK W Allegheny Av,39,3,2702,vehicle,Outside,Female,Black - Non-Latino,26.0,0,0,0,0,0,0,0,,,,,,,-75.16773687,40.00344261,True
1579882,0101000020E6100000D4F502BB33CA52C04F6549677DF54340,0101000020110F000064AC4DBD9CEA5FC12204C35740845241,1673935,980932,2019-03-05T18:05:00Z,TUESDAY,700 BLOCK PORTER STREET,03,3,2702,vehicle,Outside,Male,White - Non-Latino,38.0,0,0,0,0,0,1,0,,,,,,,-75.15940738,39.91788951,False
1138692,0101000020E61000001069861AE6CA52C076B8258BDE034440,0101000020110F00007E4860B9CBEB5FC147B0FE0230945241,1225891,1001667,2019-03-20T13:30:00Z,WEDNESDAY,5200 BLOCK GREENE,39,1,2702,vehicle,Outside,Male,Black - Non-Latino,34.0,0,0,0,0,0,0,0,,,,,,,-75.17029441,40.03022899,False
1284379,0101000020E6100000AFB12A4686C952C0CCDDDF87A0FA4340,0101000020110F0000A2C5341B76E95FC103A04314F1895241,1366365,1310327,2019-10-20T23:50:00Z,SUNDAY,6TH AND CALLOWHILL ST,06,1,2701,pedestrian,Outside,Female,Black - Non-Latino,32.0,0,0,0,0,0,0,0,,,,,,,-75.14882044,39.95802401,False
2104397,0101000020E6100000EE158A3223C952C0525BF29177004440,0101000020110F0000666188D0CDE85FC1456184236A905241,2254234,726548,2018-07-29T20:32:00Z,SUNDAY,3400 BLOCK N 8TH ST,25,4,2702,vehicle,Outside,Female,Black - Non-Latino,21.0,0,0,0,0,0,0,0,,,,,,,-75.14277328,40.00364899,False
1551597,0101000020E6100000CF7E07B387CB52C0F64820B11FF74340,0101000020110F00002783F135DEEC5FC1A18324940F865241,1663059,62748962,2022-02-17T22:52:00Z,THURSDAY,1700 BLOCK S 21st St,17,3,2702,vehicle,Outside,Male,Asian,25.0,0,0,0,0,0,0,0,,,4303A,"Police observed vehicle traveling SB at above location with all head and tail lights out, Upon police investigation NCIC/PCIC not operation at the time, Verbal warning given",,,-75.18015743,39.93065466,False
59080,0101000020E610000027D756E47ECA52C0A42A1A2963F84340,0101000020110F00005879A2681CEB5FC1F15D76DD75875241,64475,1042781,2019-04-18T12:20:00Z,THURSDAY,1300 BLOCK CATHARINE,03,1,2702,vehicle,Outside,Male,Unknown,36.0,0,0,0,0,0,0,0,,,,,,,-75.16399487,39.94052613,True
838263,0101000020E6100000709AFC1E4EC052C0B8B00B9200074440,0101000020110F0000A0611926CDD95FC16BE741C2A9975241,877510,1042675,2019-04-18T06:20:00Z,THURSDAY,4000 BLOCK LINDEN AVENUE,08,1,2702,vehicle,Outside,Female,White - Non-Latino,32.0,0,0,0,0,0,0,0,,,,,,,-75.00476813,40.05470491,True
353593,0101000020E610000079F475CFF0C752C099AA070E60044440,0101000020110F00005DABA862C5E65FC1053598AABF945241,379764,826757,2018-10-30T01:10:00Z,MONDAY,5500 BLOCK MASCHER AVE,35,1,2702,vehicle,Outside,Female,Black - Non-Latino,36.0,0,0,0,0,0,0,0,,,,,,,-75.1240729,40.03418136,False
2029804,0101000020E6100000EA6A9F4CEBC852C065AFD2382FFF4340,0101000020110F00002E04B3DD6EE85FC1707CAF1CFE8E5241,2154456,25083564,2021-05-28T15:11:00Z,FRIDAY,2800 BLOCK N ORKNEY ST,25,3,2702,vehicle,Outside,Male,Black - Non-Latino,17.0,1,0,0,0,1,0,0,,,,,,,-75.13936152,39.9936286,False
2561158,0101000020E6100000F41D788C1DCF52C039626F5A57FA4340,0101000020110F0000F5872E45F5F25FC1AB40EAFF9F895241,2719627,1315130,2019-10-24T21:36:00Z,THURSDAY,5700 BLOCK SPRUCE ST,18,1,2701,pedestrian,Outside,Male,Black - Non-Latino,20.0,0,0,0,0,0,0,0,,,,,,,-75.23617851,39.95579081,False
138600,0101000020E6100000DB5DB1D098C752C05DDFA8916DFF4340,0101000020110F0000EE3CADEA2FE65FC1A857C93A438F5241,149625,555193,2018-03-06T20:10:00Z,TUESDAY,600 BLOCK E CLEARFIELD,24,2,2701,pedestrian,Outside,Female,Black - Non-Latino,34.0,0,0,0,0,0,0,0,,,,,,,-75.1187021,39.99553128,False
234251,0101000020E610000014C70590AFCA52C01189C603DF004440,0101000020110F0000251FA9146FEB5FC13BBAB6D5DC905241,230440,496927,2018-01-15T01:32:00Z,SUNDAY,3400 BLOCK N 23RD STREET,39,2,2701,pedestrian,Outside,Male,Black - Non-Latino,26.0,1,0,0,0,0,0,0,,,,,,,-75.1669655,40.00680587,False
289654,0101000020E61000000D59179683CF52C0C40FA5285DFB4340,0101000020110F000031A36297A2F35FC17FD49116C28A5241,306028,1069810,2019-05-08T13:25:00Z,WEDNESDAY,61ST /  ARCH ST,19,2,2702,vehicle,Outside,Female,Black - Non-Latino,26.0,0,0,0,0,0,0,0,,,,,,,-75.24240639,39.96378048,False
853592,0101000020E61000004A227F59EFCB52C0FE493AD232074440,0101000020110F0000B90368458EED5FC1295C2884E1975241,911008,1429944,2020-01-30T21:06:00Z,THURSDAY,100 BLOCK E GORGAS LN,14,2,2702,vehicle,Outside,Female,Black - Non-Latino,27.0,0,0,0,0,0,0,0,,,,,,,-75.18648374,40.05623844,False
87804,0101000020E610000008865A7052C052C0850751E71F074440,0101000020110F00006A0FAD7BD4D95FC1B4E37F86CC975241,91979,557825,2018-03-09T15:55:00Z,FRIDAY,9200 BLOCK FRANKFORD AVE,08,1,2702,vehicle,Outside,Female,White - Non-Latino,59.0,0,0,0,0,0,0,0,,,,,,,-75.00503167,40.05566112,False
1335657,0101000020E6100000969206333DCA52C0195D5AE409034440,0101000020110F0000DE3CBCD2ACEA5FC11663C52744935241,1417413,91026449,2022-08-17T00:45:00Z,TUESDAY,0 BLOCK BERKLEY ST,39,1,2702,vehicle,Outside,Female,Black - Non-Latino,34.0,0,0,0,0,0,0,0,,,,,,,-75.15998531,40.02373938,False
1950952,0101000020E6100000F0CAE48A01C852C0C9FEBB3682034440,0101000020110F0000513380CEE1E65FC15C2DA49AC9935241,2078832,953790,2019-02-15T02:04:00Z,THURSDAY,masher and ashdale,35,2,2701,pedestrian,Outside,Male,Unknown,25.0,0,0,0,0,0,0,0,,,,,,,-75.12509415,40.02741131,False
414390,0101000020E61000006CF6D58F6CC652C05D3E8A21D6054440,0101000020110F00008F72FBE731E45FC18CED09A45E965241,446614,836567,2018-11-09T02:35:00Z,THURSDAY,6000 BLOCK RISING SUN,02,1,2702,vehicle,Outside,Male,Black - Non-Latino,44.0,0,0,0,0,0,0,0,,,,,,,-75.10037609,40.04559726,False
182129,0101000020E6100000B5BB0F59C7C952C04CCA59AFD4024440,0101000020110F000010DF03A4E4E95FC15B87532509935241,195110,1184335,2019-07-24T22:25:00Z,WEDNESDAY,4500 BLOCK smedley,35,2,2702,vehicle,Outside,Male,Black - Non-Latino,28.0,1,0,0,0,0,1,0,,,,,,,-75.15279223,40.02211563,False
2670427,0101000020E6100000E63DAD26F8CA52C0C7A43B5F1E004440,0101000020110F0000782D2B61EAEB5FC15DC5363E07905241,2839958,17053543,2021-04-02T23:01:00Z,FRIDAY,3000 BLOCK N 25TH ST,39,3,2702,vehicle,Outside,Male,Black - Non-Latino,27.0,0,0,0,0,0,0,0,,,,,,,-75.17139594,40.00092687,False
2055398,0101000020E6100000DF4A1BB351C852C06B8245D145054440,0101000020110F000029B525F669E75FC17CFC808ABE955241,2191013,520372,2018-02-03T05:20:00Z,SATURDAY,500 BLOCK W NEDRO,35,1,2702,vehicle,Outside,Male,Black - Non-Latino,26.0,0,0,0,0,0,0,0,,,,,,,-75.12998655,40.04119316,False
1429512,0101000020E61000000A1D2A7C6CCE52C02ABFB10C96FA4340,0101000020110F000012B27E82C8F15FC1675B4D77E5895241,1528175,576931,2018-03-25T20:25:00Z,SUNDAY,5200 BLOCK SAMSON ST,18,2,2702,vehicle,Outside,Female,White - Non-Latino,18.0,0,0,0,0,0,0,0,,,,,,,-75.2253714,39.95770415,True
1429512,0101000020E61000000A1D2A7C6CCE52C02ABFB10C96FA4340,0101000020110F000012B27E82C8F15FC1675B4D77E5895241,1528175,576931,2018-03-25T20:25:00Z,SUNDAY,5200 BLOCK SAMSON ST,18,2,2702,vehicle,Outside,Female,White - Non-Latino,18.0,0,0,0,0,0,0,0,,,,,,,-75.2253714,39.95770415,True
440628,0101000020E610000061218C0271C752C0A58182FF6BFF4340,0101000020110F0000E071B04DECE55FC1958CF57C418F5241,473364,656357,2018-05-29T16:15:00Z,TUESDAY,3100 BLOCK Reach st,24,2,2701,pedestrian,Inside,Male,White - Latino,33.0,0,0,0,0,0,0,0,,,,,,,-75.11627258,39.99548333,False
1651165,0101000020E610000094D78C0481C952C03A15DB6AF7F54340,0101000020110F0000E4798A2D6DE95FC1ABAF7B75C7845241,1750588,1337138,2019-11-11T00:33:00Z,SUNDAY,100 BLOCK Snyder Ave,03,2,2702,vehicle,Outside,Female,White - Non-Latino,67.0,0,0,0,0,0,0,0,,,,,,,-75.14849962,39.92161308,False
372858,0101000020E6100000F895DE6938C752C01B8CA6EDBEFF4340,0101000020110F0000D63A362B8CE55FC12DB7546D9D8F5241,402263,625456,2018-05-03T16:50:00Z,THURSDAY,900 BLOCK westmoreland,24,1,2702,vehicle,Outside,Male,White - Non-Latino,55.0,0,0,0,0,0,0,0,,,,,,,-75.11281821,39.99801417,False
2544812,0101000020E61000001C4FBAE383C852C056675296E3FD4340,0101000020110F0000E9C1D236BFE75FC1C1E8ED7E8E8D5241,2708972,791138,2018-09-26T15:50:00Z,WEDNESDAY,2200 BLOCK N HOPE ST,26,1,2701,pedestrian,Outside,Male,White - Latino,25.0,0,0,0,0,0,0,0,,,,,,,-75.1330499,39.98350791,False
479821,0101000020E61000000DBEF6ED60C852C0233A78E417074440,0101000020110F000042A6BFD483E75FC148ADE8A2C3975241,516463,58111346,2022-01-17T22:00:00Z,MONDAY,6800 BLOCK N Franklin st,35,1,2702,vehicle,Outside,Male,Black - Non-Latino,17.0,0,0,0,0,1,0,0,,,,,,,-75.13091611,40.05541664,False
80958,0101000020E61000004C1E897699CE52C0F28CE8644AF94340,0101000020110F00002B1BD0E814F25FC1A7AC230576885241,87981,542084,2018-02-23T02:05:00Z,THURSDAY,5200 BLOCK Baltimore Ave,18,2,2702,vehicle,Outside,Male,Black - Non-Latino,55.0,0,0,0,0,0,0,0,,,,,,,-75.22811664,39.94758283,False
2270346,0101000020E6100000F3B32EC1ABCF52C08E30DA1D31FB4340,0101000020110F0000C82240D2E6F35FC1B8F42549918A5241,2421214,1236031,2019-08-28T16:47:00Z,WEDNESDAY,6200 BLOCK MARKET ST,18,1,2702,vehicle,Outside,Female,Black - Non-Latino,61.0,0,0,0,0,0,0,0,,,,,,,-75.24485807,39.96243642,True
1869933,0101000020E610000027C02CC4D5C952C03786C634CFFF4340,0101000020110F00008B19BE21FDE95FC104B13B79AF8F5241,1992017,4154405,2020-12-31T03:20:00Z,WEDNESDAY,1400 BLOCK INDIANA AVE,39,3,2702,vehicle,Outside,Male,Black - Non-Latino,25.0,0,0,0,0,0,0,0,,,,,,,-75.15367226,39.99851093,True
1626178,0101000020E6100000FCD446AFE5CC52C0AF43D2FA1DFA4340,0101000020110F0000AC812FB230EF5FC189E5BF6E60895241,1730804,1080813,2019-05-14T19:44:00Z,TUESDAY,3900 BLOCK walnut street,18,3,2701,pedestrian,Outside,Male,Black - Non-Latino,60.0,0,0,0,0,0,0,0,,,,,,,-75.20151884,39.95403991,False
1868612,0101000020E61000005C1D428DE9C952C05E0AD5EE53FF4340,0101000020110F000068E84BBD1EEA5FC125D135CF268F5241,1993132,31534824,2021-07-14T02:29:00Z,TUESDAY,2700 BLOCK N broad St,39,3,2702,vehicle,Outside,Male,Black - Non-Latino,23.0,0,0,0,0,0,0,0,,,,,,,-75.15487987,39.99474893,False
1757301,0101000020E610000062152D48CCC752C02C15D01B59034440,0101000020110F000069958F5687E65FC102CA7A039C935241,1874205,114710152,2023-04-20T23:05:00Z,THURSDAY,RISING SUN AND ROOSEVELT,25,1,2702,vehicle,Outside,Female,Black - Non-Latino,33.0,0,0,0,0,0,0,0,,,3112(a)(3)(i),Disregard Red Signal,,,-75.12184338,40.02615688,True
1951651,0101000020E6100000F183D29BFAC952C00FA74024CB054440,0101000020110F0000AB5058B63BEA5FC178F3EA7252965241,2078881,914682,2019-01-17T18:39:00Z,THURSDAY,2100 BLOCK CHURCH LN,35,3,2702,vehicle,Outside,Female,Black - Non-Latino,36.0,0,0,0,0,0,0,0,,,,,,,-75.15592094,40.04526189,False
1943950,0101000020E61000001DC793CDAAC652C09A04148F30004440,0101000020110F0000F2A40BA19BE45FC1471D29681B905241,2067953,1136023,2019-06-22T02:40:00Z,FRIDAY,1800 BLOCK VENANGO,24,1,2702,vehicle,Outside,Male,Black - Non-Latino,25.0,0,0,0,0,0,0,0,,,,,,,-75.10417499,40.00148189,True
1882406,0101000020E6100000E59467FB63CF52C0507AD78712FA4340,0101000020110F00002E3C8AE86CF35FC14F736ABF53895241,2003288,581825,2018-03-29T22:20:00Z,THURSDAY,500 BLOCK SOUTH 59TH STREET,18,1,2702,vehicle,Outside,Male,Black - Non-Latino,47.0,0,0,0,0,0,0,0,,,,,,,-75.24047742,39.95369051,False
1950515,0101000020E6100000720A9F6B67CA52C0D2F88DC85AFF4340,0101000020110F0000E7F8388AF4EA5FC166B562672E8F5241,2077302,1525254,2020-06-14T02:45:00Z,SATURDAY,1900 BLOCK W LEHIGH AVENUE,22,1,2701,pedestrian,Outside,Female,Black - Non-Latino,40.0,0,0,0,0,0,0,0,,,,,,,-75.16256228,39.99495799,False
370072,0101000020E61000006AB1CA3B7DCA52C0F77BDE6406FA4340,0101000020110F00004D837F9719EB5FC1B2861C4D46895241,394752,1159984,2019-07-09T00:23:00Z,MONDAY,1400 BLOCK JF kENNEDY BLVD,09,2,2701,pedestrian,Outside,Male,Black - Non-Latino,14.0,0,1,1,0,0,0,0,,,,,,,-75.16389365,39.95332013,False
208823,0101000020E61000008CFEE96934CF52C0156A3456EEF64340,0101000020110F00002FCAD81B1CF35FC1D0B860EAD8855241,209539,17631503,2021-04-07T02:25:00Z,TUESDAY,6300 BLOCK chester ave,12,2,2702,vehicle,Outside,Female,Black - Non-Latino,25.0,0,0,0,0,0,0,0,,,,,,,-75.23757408,39.92914845,False
2442418,0101000020E61000006D1CB1169FCE52C083C13577F4F94340,0101000020110F0000662C10771EF25FC10451217032895241,2612043,1015047,2019-03-29T23:20:00Z,FRIDAY,1600 BLOCK LINDENWOOD,19,3,2701,pedestrian,Outside,Male,Black - Non-Latino,25.0,1,1,1,0,0,0,0,,,,,,,-75.22846,39.952773,False
599818,0101000020E61000005609BBCD00CA52C0B915259567F64340,0101000020110F000073772B3C46EA5FC10DB9D7AC43855241,619041,14131743,2021-03-13T14:35:00Z,SATURDAY,1900 BLOCK s 6th street,03,1,2702,vehicle,Outside,Male,White - Latino,42.0,0,0,0,0,0,0,0,,,,,,,-75.15629905,39.92503609,False
897573,0101000020E61000001199C9A2B6C952C040836EAB30FB4340,0101000020110F0000AFAFEF40C8E95FC1EDA05CCA908A5241,934220,1546291,2020-09-12T17:23:00Z,SATURDAY,800 BLOCK GREEN,06,1,2702,vehicle,Outside,Male,Black - Non-Latino,51.0,0,0,0,0,0,0,0,,,,,,,-75.15177221,39.96242277,False
2528860,0101000020E6100000356FE6A100C752C0CA2497BDF4FE4340,0101000020110F000033373F6B2DE55FC10B3D1A48BD8E5241,2677720,685376,2018-06-23T16:25:00Z,SATURDAY,2100 BLOCK E ALLEGHENY AVE,24,2,2702,vehicle,Outside,Male,White - Non-Latino,26.0,0,0,0,0,0,0,0,,,,,,,-75.1094136,39.99184389,True
2030325,0101000020E61000003AA1A56503CE52C03150638CD9F74340,0101000020110F0000549BDC0116F15FC14667286FDD865241,2168943,42269321,2021-09-29T01:00:00Z,TUESDAY,1800 BLOCK S 54TH ST,12,3,2702,vehicle,Outside,Male,Black - Non-Latino,39.0,1,0,0,0,0,1,0,,,,,,,-75.21895734,39.93632655,True
2030325,0101000020E61000003AA1A56503CE52C03150638CD9F74340,0101000020110F0000549BDC0116F15FC14667286FDD865241,2168943,42269321,2021-09-29T01:00:00Z,TUESDAY,1800 BLOCK S 54TH ST,12,3,2702,vehicle,Outside,Male,Black - Non-Latino,39.0,1,0,0,0,0,1,0,,,,,,,-75.21895734,39.93632655,True
1570756,0101000020E61000004ACE893DB4CC52C09A0624E597F74340,0101000020110F00003D42BEB5DCEE5FC10A5EDFB694865241,1650899,1558861,2020-10-08T23:20:00Z,THURSDAY,3200 BLOCK taskers st,17,2,2702,vehicle,Outside,Female,Black - Non-Latino,29.0,0,0,0,0,0,0,0,,,,,,,-75.198501,39.93432297,False
20310,0101000020E6100000A7A75515D6C852C05A3BBCAD95014440,0101000020110F0000901E1CD44AE85FC15B422E61A7915241,22560,550157,2018-03-01T22:50:00Z,THURSDAY,4000 BLOCK n 6th st,25,1,2702,vehicle,Outside,Male,White - Latino,26.0,0,0,0,0,0,0,0,,,,,,,-75.13806661,40.01238033,False
2184998,0101000020E61000000300CF0F06C552C09F5288F499054440,0101000020110F0000E92B2AF5D0E15FC1C66A95E11B965241,2322414,1251426,2019-09-08T07:50:00Z,SUNDAY,1300 BLOCK MAGEE AVE,02,1,2701,pedestrian,Outside,Male,Black - Non-Latino,28.0,0,0,0,0,0,0,0,,,,,,,-75.07849498,40.04376084,False
925454,0101000020E6100000DC69E70B4CCE52C07F08DC80F0FB4340,0101000020110F00009D6ADF6891F15FC10323895D658B5241,992185,114675615,2023-02-25T22:18:00Z,SATURDAY,5100 BLOCK WESTMINSTER AVENUE,16,1,2702,vehicle,Outside,Female,Black - Non-Latino,38.0,0,0,0,0,0,0,0,,,3323(b),Disregard Stop Sign,,,-75.22339151,39.96827708,True
1709543,0101000020E6100000DDA8A14F5CC552C06F392C4727024440,0101000020110F0000B73CF77563E25FC1D0DC70D648925241,1819067,1273225,2019-09-24T01:00:00Z,MONDAY,4700 BLOCK frankford,15,1,2702,vehicle,Outside,Female,Black - Non-Latino,30.0,0,0,0,0,0,0,0,,,,,,,-75.08375922,40.01682367,True
146196,0101000020E610000043803E573CCA52C0A0F7293B3B034440,0101000020110F0000E80C6A5DABEA5FC1FE345CE07A935241,153539,18350485,2021-04-11T04:29:00Z,SUNDAY,4600 BLOCK GERMANTOWN AVE,39,1,2702,vehicle,Outside,Male,Black - Non-Latino,20.0,0,0,0,0,0,0,0,,,,,,,-75.15993291,40.02524509,False
1346345,0101000020E6100000D85660868ECA52C0AA747F0ED6034440,0101000020110F0000F9557FF636EB5FC1DE32279926945241,1414114,1006896,2019-03-24T03:00:00Z,SATURDAY,0 BLOCK E Wister,14,2,2702,vehicle,Outside,Male,Black - Non-Latino,45.0,0,0,0,0,0,0,0,,,,,,,-75.16494903,40.02996999,False
1275667,0101000020E61000005FE6BF30EEC852C03DC5DC7BD9044440,0101000020110F00000218E1C673E85FC16D84205D46955241,1350998,524309,2018-02-06T15:40:00Z,TUESDAY,1100 BLOCK OLNEY AVE,35,2,2702,vehicle,Outside,Male,Black - Non-Latino,27.0,0,0,0,0,0,0,0,,,,,,,-75.13953799,40.03788708,True
2095606,0101000020E6100000B130E994ECCE52C0B74EF1F253F64340,0101000020110F000053484618A2F25FC1485A82EE2D855241,2235714,1494378,2020-04-20T14:57:00Z,MONDAY,6500 BLOCK PASCHALL AVE,12,3,2702,vehicle,Outside,Male,Black - Non-Latino,21.0,0,0,0,0,0,0,0,,,,,,,-75.2331898,39.92443692,True
2047216,0101000020E610000083697B689DC652C01C18AB93D4004440,0101000020110F0000D2DB61E084E45FC1EAF0E742D1905241,2181251,1237136,2019-08-29T05:00:00Z,THURSDAY,Address Unavailable,24,2,2702,vehicle,Outside,Male,Unknown,41.0,1,0,0,0,0,1,0,,,,,,,-75.10335743,40.00648733,False
1222409,0101000020E610000096E9767A8ECA52C04C0B4DC83D044440,0101000020110F0000DC9343E236EB5FC1BB5683A699945241,1282771,1097020,2019-05-27T20:20:00Z,MONDAY,WAKEFIELD / ASHMEAD,14,2,2702,vehicle,Outside,Male,Black - Non-Latino,46.0,0,0,0,0,0,0,0,,,,,,,-75.16494619,40.03313545,False
86688,0101000020E610000020FD1FF551C352C04370010D5B0D4440,0101000020110F00008F06D530ECDE5FC11DB4301DB79E5241,93229,68016893,2022-03-24T21:25:00Z,THURSDAY,DARLINGTON / WELSH,07,2,2702,vehicle,Outside,Male,White - Latino,34.0,0,0,0,0,0,0,0,,,3112A31,OBSERVED DISREGARDING RED TRAFFIC LIGHT,,,-75.05187729,40.10434115,False
503100,0101000020E6100000D1FE0FC973CB52C0A483DCE26DFF4340,0101000020110F000042A78862BCEC5FC1B9BCCE94438F5241,529755,811407,2018-10-15T22:40:00Z,MONDAY,2600 BLOCK n 29th St,22,1,2702,vehicle,Outside,Male,White - Non-Latino,43.0,0,0,0,0,0,0,0,,,,,,,-75.17894198,39.99554096,False
855752,0101000020E61000008E8409E575CC52C0ED56BF675EF74340,0101000020110F000030D839CF72EE5FC1C030D40955865241,905955,71213147,2022-04-14T21:00:00Z,THURSDAY,1700 BLOCK s 30th st,17,2,2702,vehicle,Outside,Female,Black - Non-Latino,64.0,0,0,0,0,0,0,0,,,4524E1,Police observed vehicle in operation on the highway traveling north at above location with dark tint to the windows of the vehicle not allowing police to see into the vehicle. Police activated emergency lights and sirens and stopped vehicle for investigation. NCIC/PCIC negative results. Vehicle cleared by investigation and a verbal warning was issued.,,,-75.19469571,39.93256852,False
1758876,0101000020E61000003D6FF817E0C552C0502C22501E044440,0101000020110F00007947884E43E35FC18FEA80BE76945241,1871203,4140881,2020-11-24T23:00:00Z,TUESDAY,5600 BLOCK SUMMERDALE,02,1,2702,vehicle,Outside,Male,Black - Non-Latino,28.0,0,1,1,1,0,1,0,,,,,,,-75.09180259,40.03217508,True
2685581,0101000020E610000090D6BDBA4FC952C04F3C46FD1E064440,0101000020110F0000955CEC7419E95FC1B7EB0E79AF965241,2854593,1216503,2019-08-15T03:32:00Z,WEDNESDAY,1500 BLOCK GODFREY AVE,35,3,2702,vehicle,Outside,Male,Black - Non-Latino,20.0,0,0,0,0,0,0,0,,,,,,,-75.1454913,40.04782072,False
234267,0101000020E6100000CE0F0AE766CA52C0F34F7822EB044440,0101000020110F0000CDCD04A9F3EA5FC18DB9A1F159955241,230810,717266,2018-07-21T22:42:00Z,SATURDAY,5300 BLOCK MAGNOLIA ST,14,2,2702,vehicle,Outside,Female,Black - Non-Latino,31.0,0,0,0,0,0,0,0,,,,,,,-75.16253066,40.03842574,False
1170052,0101000020E61000002863BEB44FC852C04CDC4B966AFF4340,0101000020110F0000D1993E9366E75FC1DBBE83EC3F8F5241,1243324,920754,2019-01-22T01:44:00Z,MONDAY,100 BLOCK E Indiana Ave,24,2,2702,vehicle,Outside,Male,White - Latino,37.0,0,1,1,0,0,1,0,,,,,,,-75.12986487,39.99544028,False
840716,0101000020E61000002147E7BA78CB52C09EBEB74C7AF64340,0101000020110F0000EB28B1C8C4EC5FC1B5CD606758855241,877669,963198,2019-02-21T03:25:00Z,WEDNESDAY,20TH AND SNYDER AVE,01,1,2702,vehicle,Outside,Male,Black - Non-Latino,31.0,0,0,0,0,0,0,0,,,,,,,-75.17924378,39.92560729,False
2013710,0101000020E610000090B974C4C8BF52C06D04C16714064440,0101000020110F0000508B5EA2EAD85FC1CEDAF5BAA3965241,2143507,114723796,2023-05-19T15:50:00Z,FRIDAY,4900 BLOCK LINDEN,08,2,2702,vehicle,Outside,Male,White - Non-Latino,56.0,0,0,0,0,0,0,0,,,3323(b),Disregard Stop Sign,,,-74.99662887,40.04749771,False
1569144,0101000020E6100000737532FEDEC252C060BE068E95034440,0101000020110F00008E8870E928DE5FC1305A480EDF935241,1651152,1055122,2019-04-27T13:15:00Z,SATURDAY,4500 BLOCK longshore,15,3,2701,pedestrian,Outside,Male,White - Non-Latino,23.0,0,0,0,0,0,0,0,,,,,,,-75.04486041,40.02800155,False
12231,0101000020E6100000F940D93141C752C0945333528CFF4340,0101000020110F00009073A1159BE55FC1BF146D52658F5241,12126,93385888,2022-08-31T15:08:00Z,WEDNESDAY,1800 BLOCK E ALLEGHENY AVE,24,2,2702,vehicle,Outside,Male,White - Non-Latino,61.0,0,0,0,0,0,0,0,,,3331-B,"WHILE TRAVELING WEST BOUND ON 1800 E. ALLEGHENY AVE, POLICE OBSERVED OPERATOR MAKE AN IMPROPER LEFT TURN, WITH SIGNS POSTED, ONTO 3100 KENSINGTON AVE. POLICE ACTIVATED OVERHEAD LIGHTS. NCIC/PCIC CHECK OF VEHICLE, WITH NEGATIVE RESULTS. NCIC/PCIC CHECK OF OPERATOR WITH NEGATIVE RESULTS. DRIVER WAS GIVEN A VERBAL WARNING. BWC ACTIVATED.",,,-75.11335417,39.99646976,True
12231,0101000020E6100000F940D93141C752C0945333528CFF4340,0101000020110F00009073A1159BE55FC1BF146D52658F5241,12126,93385888,2022-08-31T15:08:00Z,WEDNESDAY,1800 BLOCK E ALLEGHENY AVE,24,2,2702,vehicle,Outside,Male,White - Non-Latino,61.0,0,0,0,0,0,0,0,,,3331-B,"WHILE TRAVELING WEST BOUND ON 1800 E. ALLEGHENY AVE, POLICE OBSERVED OPERATOR MAKE AN IMPROPER LEFT TURN, WITH SIGNS POSTED, ONTO 3100 KENSINGTON AVE. POLICE ACTIVATED OVERHEAD LIGHTS. NCIC/PCIC CHECK OF VEHICLE, WITH NEGATIVE RESULTS. NCIC/PCIC CHECK OF OPERATOR WITH NEGATIVE RESULTS. DRIVER WAS GIVEN A VERBAL WARNING. BWC ACTIVATED.",,,-75.11335417,39.99646976,True
2270160,0101000020E6100000ECC6D4C0C3C152C0C48CB64B170D4440,0101000020110F0000E429FCCC47DC5FC112AC97E16B9E5241,2417837,55160907,2021-12-28T13:52:00Z,TUESDAY,10100 BLOCK NORTHEAST BLVD,07,2,2702,vehicle,Outside,Female,White - Non-Latino,55.0,0,0,0,0,0,0,0,,,,,,,-75.02757283,40.10227343,False
1260743,0101000020E61000002599721121CF52C07CE8274124FA4340,0101000020110F00005E95953FFBF25FC19963786267895241,1349428,41427008,2021-09-22T22:26:00Z,WEDNESDAY,5700 BLOCK OSAGE,18,1,2702,vehicle,Outside,Male,Black - Non-Latino,30.0,0,0,0,0,0,0,0,,,,,,,-75.23639332,39.95423139,True
